date,home_team,away_team,home_score,away_score,competition,stadium,city,country,neutral,world_cup,station_id,city_name,season,avg_temp_c,min_temp_c,max_temp_c,precipitation_mm,snow_depth_mm,avg_wind_dir_deg,avg_wind_speed_kmh,peak_wind_gust_kmh,avg_sea_level_pres_hpa,sunshine_total_min
2013-08-24,Argentina,South Africa,17,22,2013 Rugby Championship,Malvinas Argentinas,Mendoza,Argentina,False,False,10147,Hamburg,Summer,18.5,11.5,24.6,0.0,0.0,91.0,16.6,45.4,1017.1,690.0
2013-08-24,Argentina,South Africa,17,22,2013 Rugby Championship,Malvinas Argentinas,Mendoza,Argentina,False,False,10338,Hanover,Summer,19.9,13.5,25.4,0.0,0.0,97.0,19.1,47.9,1014.6,678.0
2013-08-24,Argentina,South Africa,17,22,2013 Rugby Championship,Malvinas Argentinas,Mendoza,Argentina,False,False,10361,Magdeburg,Summer,19.6,12.9,25.3,0.0,0.0,86.0,10.4,42.1,1015.2,660.0
2013-08-24,Argentina,South Africa,17,22,2013 Rugby Championship,Malvinas Argentinas,Mendoza,Argentina,False,False,10379,Potsdam,Summer,18.2,12.1,25.2,0.0,0.0,92.0,16.6,43.2,1015.1,756.0
2013-08-24,Argentina,South Africa,17,22,2013 Rugby Championship,Malvinas Argentinas,Mendoza,Argentina,False,False,10091,Malmö,Summer,17.5,15.8,20.3,0.0,0.0,78.0,16.2,55.1,1020.6,570.0
2013-08-24,Argentina,South Africa,17,22,2013 Rugby Championship,Malvinas Argentinas,Mendoza,Argentina,False,False,10929,Frauenfeld,Summer,17.3,14.0,21.2,5.7,0.0,318.0,6.8,42.8,1013.0,156.0
2013-09-07,New Zealand,Argentina,28,13,2013 Rugby Championship,Waikato Stadium,Hamilton,New Zealand,False,False,10055,Sorø,Autumn,18.3,14.1,22.9,0.0,0.0,120.0,18.7,40.0,1017.7,672.0
2013-09-07,New Zealand,Argentina,28,13,2013 Rugby Championship,Waikato Stadium,Hamilton,New Zealand,False,False,10224,Bremen,Autumn,19.0,13.4,23.9,1.2,0.0,316.0,7.6,20.5,1016.1,198.0
2013-09-07,New Zealand,Argentina,28,13,2013 Rugby Championship,Waikato Stadium,Hamilton,New Zealand,False,False,10400,Düsseldorf,Autumn,17.7,14.2,21.2,17.6,0.0,263.0,7.6,23.0,1017.8,12.0
2013-09-07,New Zealand,Argentina,28,13,2013 Rugby Championship,Waikato Stadium,Hamilton,New Zealand,False,False,10554,Erfurt,Autumn,21.9,15.8,28.0,0.0,0.0,32.0,8.6,27.0,1015.1,642.0
2013-09-07,New Zealand,Argentina,28,13,2013 Rugby Championship,Waikato Stadium,Hamilton,New Zealand,False,False,10147,Hamburg,Autumn,20.3,16.0,25.6,0.0,0.0,104.0,8.6,21.2,1017.0,504.0
2013-09-07,New Zealand,Argentina,28,13,2013 Rugby Championship,Waikato Stadium,Hamilton,New Zealand,False,False,10338,Hanover,Autumn,20.2,14.2,27.7,8.0,0.0,316.0,7.9,25.2,1016.1,372.0
2013-09-07,New Zealand,Argentina,28,13,2013 Rugby Championship,Waikato Stadium,Hamilton,New Zealand,False,False,10046,Kiel,Autumn,20.0,16.2,24.5,0.0,0.0,99.0,7.6,20.9,1017.8,384.0
2013-09-07,New Zealand,Argentina,28,13,2013 Rugby Championship,Waikato Stadium,Hamilton,New Zealand,False,False,10361,Magdeburg,Autumn,21.4,14.1,28.9,0.0,0.0,120.0,8.3,28.8,1016.2,678.0
2013-09-07,New Zealand,Argentina,28,13,2013 Rugby Championship,Waikato Stadium,Hamilton,New Zealand,False,False,10865,Munich,Autumn,21.1,15.6,27.8,0.0,0.0,56.0,6.8,22.3,1015.2,672.0
2013-09-07,New Zealand,Argentina,28,13,2013 Rugby Championship,Waikato Stadium,Hamilton,New Zealand,False,False,10379,Potsdam,Autumn,18.7,11.7,27.3,0.0,0.0,103.0,18.4,37.1,1016.4,708.0
2013-09-07,New Zealand,Argentina,28,13,2013 Rugby Championship,Waikato Stadium,Hamilton,New Zealand,False,False,10739,Stuttgart,Autumn,20.0,17.3,24.5,2.9,0.0,307.0,8.3,29.2,1016.0,432.0
2013-09-07,New Zealand,Argentina,28,13,2013 Rugby Championship,Waikato Stadium,Hamilton,New Zealand,False,False,10091,Malmö,Autumn,18.1,16.8,20.4,0.0,0.0,113.0,19.8,45.4,1021.1,726.0
2013-09-07,New Zealand,Argentina,28,13,2013 Rugby Championship,Waikato Stadium,Hamilton,New Zealand,False,False,10929,Frauenfeld,Autumn,22.0,17.2,28.7,0.0,0.0,336.0,6.5,51.1,1015.2,630.0
2013-09-07,Australia,South Africa,12,38,2013 Rugby Championship,Lang Park,Brisbane,Australia,False,False,10055,Sorø,Autumn,18.3,14.1,22.9,0.0,0.0,120.0,18.7,40.0,1017.7,672.0
2013-09-07,Australia,South Africa,12,38,2013 Rugby Championship,Lang Park,Brisbane,Australia,False,False,10224,Bremen,Autumn,19.0,13.4,23.9,1.2,0.0,316.0,7.6,20.5,1016.1,198.0
2013-09-07,Australia,South Africa,12,38,2013 Rugby Championship,Lang Park,Brisbane,Australia,False,False,10400,Düsseldorf,Autumn,17.7,14.2,21.2,17.6,0.0,263.0,7.6,23.0,1017.8,12.0
2013-09-07,Australia,South Africa,12,38,2013 Rugby Championship,Lang Park,Brisbane,Australia,False,False,10554,Erfurt,Autumn,21.9,15.8,28.0,0.0,0.0,32.0,8.6,27.0,1015.1,642.0
2013-09-07,Australia,South Africa,12,38,2013 Rugby Championship,Lang Park,Brisbane,Australia,False,False,10147,Hamburg,Autumn,20.3,16.0,25.6,0.0,0.0,104.0,8.6,21.2,1017.0,504.0
2013-09-07,Australia,South Africa,12,38,2013 Rugby Championship,Lang Park,Brisbane,Australia,False,False,10338,Hanover,Autumn,20.2,14.2,27.7,8.0,0.0,316.0,7.9,25.2,1016.1,372.0
2013-09-07,Australia,South Africa,12,38,2013 Rugby Championship,Lang Park,Brisbane,Australia,False,False,10046,Kiel,Autumn,20.0,16.2,24.5,0.0,0.0,99.0,7.6,20.9,1017.8,384.0
2013-09-07,Australia,South Africa,12,38,2013 Rugby Championship,Lang Park,Brisbane,Australia,False,False,10361,Magdeburg,Autumn,21.4,14.1,28.9,0.0,0.0,120.0,8.3,28.8,1016.2,678.0
2013-09-07,Australia,South Africa,12,38,2013 Rugby Championship,Lang Park,Brisbane,Australia,False,False,10865,Munich,Autumn,21.1,15.6,27.8,0.0,0.0,56.0,6.8,22.3,1015.2,672.0
2013-09-07,Australia,South Africa,12,38,2013 Rugby Championship,Lang Park,Brisbane,Australia,False,False,10379,Potsdam,Autumn,18.7,11.7,27.3,0.0,0.0,103.0,18.4,37.1,1016.4,708.0
2013-09-07,Australia,South Africa,12,38,2013 Rugby Championship,Lang Park,Brisbane,Australia,False,False,10739,Stuttgart,Autumn,20.0,17.3,24.5,2.9,0.0,307.0,8.3,29.2,1016.0,432.0
2013-09-07,Australia,South Africa,12,38,2013 Rugby Championship,Lang Park,Brisbane,Australia,False,False,10091,Malmö,Autumn,18.1,16.8,20.4,0.0,0.0,113.0,19.8,45.4,1021.1,726.0
2013-09-07,Australia,South Africa,12,38,2013 Rugby Championship,Lang Park,Brisbane,Australia,False,False,10929,Frauenfeld,Autumn,22.0,17.2,28.7,0.0,0.0,336.0,6.5,51.1,1015.2,630.0
2013-09-14,Australia,Argentina,14,13,2013 Rugby Championship,Subiaco Oval,Perth,Australia,False,False,10055,Sorø,Autumn,15.6,10.0,19.7,3.8,0.0,167.0,12.6,36.4,1011.2,462.0
2013-09-14,Australia,Argentina,14,13,2013 Rugby Championship,Subiaco Oval,Perth,Australia,False,False,10224,Bremen,Autumn,14.7,12.1,17.7,5.7,0.0,151.0,12.6,42.1,1010.8,0.0
2013-09-14,Australia,Argentina,14,13,2013 Rugby Championship,Subiaco Oval,Perth,Australia,False,False,10400,Düsseldorf,Autumn,15.7,13.4,19.1,2.8,0.0,192.0,16.9,47.5,1013.5,12.0
2013-09-14,Australia,Argentina,14,13,2013 Rugby Championship,Subiaco Oval,Perth,Australia,False,False,10554,Erfurt,Autumn,13.7,9.5,17.2,0.3,0.0,226.0,15.5,29.2,1013.7,60.0
2013-09-14,Australia,Argentina,14,13,2013 Rugby Championship,Subiaco Oval,Perth,Australia,False,False,10147,Hamburg,Autumn,14.5,10.1,18.1,4.1,0.0,135.0,12.6,33.1,1011.7,174.0
2013-09-14,Australia,Argentina,14,13,2013 Rugby Championship,Subiaco Oval,Perth,Australia,False,False,10338,Hanover,Autumn,14.5,11.6,18.6,3.1,0.0,162.0,12.6,39.6,1012.0,54.0
2013-09-14,Australia,Argentina,14,13,2013 Rugby Championship,Subiaco Oval,Perth,Australia,False,False,10046,Kiel,Autumn,15.3,11.7,19.7,6.0,0.0,155.0,8.3,39.2,1011.7,246.0
2013-09-14,Australia,Argentina,14,13,2013 Rugby Championship,Subiaco Oval,Perth,Australia,False,False,10361,Magdeburg,Autumn,15.7,8.9,20.8,0.6,0.0,212.0,8.3,26.6,1012.7,360.0
2013-09-14,Australia,Argentina,14,13,2013 Rugby Championship,Subiaco Oval,Perth,Australia,False,False,10865,Munich,Autumn,14.0,9.8,17.8,1.3,0.0,222.0,8.3,28.1,1017.1,36.0
2013-09-14,Australia,Argentina,14,13,2013 Rugby Championship,Subiaco Oval,Perth,Australia,False,False,10379,Potsdam,Autumn,15.7,11.3,23.0,0.0,0.0,255.0,10.1,24.5,1011.3,462.0
2013-09-14,Australia,Argentina,14,13,2013 Rugby Championship,Subiaco Oval,Perth,Australia,False,False,10739,Stuttgart,Autumn,15.1,11.7,20.2,0.7,0.0,168.0,8.3,32.4,1015.9,12.0
2013-09-14,Australia,Argentina,14,13,2013 Rugby Championship,Subiaco Oval,Perth,Australia,False,False,10091,Malmö,Autumn,16.8,15.2,19.8,2.3,0.0,33.0,11.2,29.9,1013.1,594.0
2013-09-14,Australia,Argentina,14,13,2013 Rugby Championship,Subiaco Oval,Perth,Australia,False,False,10929,Frauenfeld,Autumn,15.0,10.7,19.5,8.4,0.0,72.0,4.3,14.4,1017.5,54.0
2013-09-14,New Zealand,South Africa,29,15,2013 Rugby Championship,Eden Park,Auckland,New Zealand,False,False,10055,Sorø,Autumn,15.6,10.0,19.7,3.8,0.0,167.0,12.6,36.4,1011.2,462.0
2013-09-14,New Zealand,South Africa,29,15,2013 Rugby Championship,Eden Park,Auckland,New Zealand,False,False,10224,Bremen,Autumn,14.7,12.1,17.7,5.7,0.0,151.0,12.6,42.1,1010.8,0.0
2013-09-14,New Zealand,South Africa,29,15,2013 Rugby Championship,Eden Park,Auckland,New Zealand,False,False,10400,Düsseldorf,Autumn,15.7,13.4,19.1,2.8,0.0,192.0,16.9,47.5,1013.5,12.0
2013-09-14,New Zealand,South Africa,29,15,2013 Rugby Championship,Eden Park,Auckland,New Zealand,False,False,10554,Erfurt,Autumn,13.7,9.5,17.2,0.3,0.0,226.0,15.5,29.2,1013.7,60.0
2013-09-14,New Zealand,South Africa,29,15,2013 Rugby Championship,Eden Park,Auckland,New Zealand,False,False,10147,Hamburg,Autumn,14.5,10.1,18.1,4.1,0.0,135.0,12.6,33.1,1011.7,174.0
2013-09-14,New Zealand,South Africa,29,15,2013 Rugby Championship,Eden Park,Auckland,New Zealand,False,False,10338,Hanover,Autumn,14.5,11.6,18.6,3.1,0.0,162.0,12.6,39.6,1012.0,54.0
2013-09-14,New Zealand,South Africa,29,15,2013 Rugby Championship,Eden Park,Auckland,New Zealand,False,False,10046,Kiel,Autumn,15.3,11.7,19.7,6.0,0.0,155.0,8.3,39.2,1011.7,246.0
2013-09-14,New Zealand,South Africa,29,15,2013 Rugby Championship,Eden Park,Auckland,New Zealand,False,False,10361,Magdeburg,Autumn,15.7,8.9,20.8,0.6,0.0,212.0,8.3,26.6,1012.7,360.0
2013-09-14,New Zealand,South Africa,29,15,2013 Rugby Championship,Eden Park,Auckland,New Zealand,False,False,10865,Munich,Autumn,14.0,9.8,17.8,1.3,0.0,222.0,8.3,28.1,1017.1,36.0
2013-09-14,New Zealand,South Africa,29,15,2013 Rugby Championship,Eden Park,Auckland,New Zealand,False,False,10379,Potsdam,Autumn,15.7,11.3,23.0,0.0,0.0,255.0,10.1,24.5,1011.3,462.0
2013-09-14,New Zealand,South Africa,29,15,2013 Rugby Championship,Eden Park,Auckland,New Zealand,False,False,10739,Stuttgart,Autumn,15.1,11.7,20.2,0.7,0.0,168.0,8.3,32.4,1015.9,12.0
2013-09-14,New Zealand,South Africa,29,15,2013 Rugby Championship,Eden Park,Auckland,New Zealand,False,False,10091,Malmö,Autumn,16.8,15.2,19.8,2.3,0.0,33.0,11.2,29.9,1013.1,594.0
2013-09-14,New Zealand,South Africa,29,15,2013 Rugby Championship,Eden Park,Auckland,New Zealand,False,False,10929,Frauenfeld,Autumn,15.0,10.7,19.5,8.4,0.0,72.0,4.3,14.4,1017.5,54.0
2013-09-28,Argentina,New Zealand,15,33,2013 Rugby Championship,Estadio Único,La Plata,Argentina,False,False,10055,Sorø,Autumn,11.3,7.0,13.8,0.0,0.0,35.0,9.7,31.0,1017.3,528.0
2013-09-28,Argentina,New Zealand,15,33,2013 Rugby Championship,Estadio Único,La Plata,Argentina,False,False,10224,Bremen,Autumn,9.2,1.1,16.1,0.0,0.0,83.0,10.1,28.4,1016.6,612.0
2013-09-28,Argentina,New Zealand,15,33,2013 Rugby Championship,Estadio Único,La Plata,Argentina,False,False,10400,Düsseldorf,Autumn,11.0,3.4,18.5,0.0,0.0,51.0,10.8,33.8,1014.1,582.0
2013-09-28,Argentina,New Zealand,15,33,2013 Rugby Championship,Estadio Único,La Plata,Argentina,False,False,10554,Erfurt,Autumn,8.4,2.1,14.8,0.0,0.0,121.0,8.6,25.6,1015.9,648.0
2013-09-28,Argentina,New Zealand,15,33,2013 Rugby Championship,Estadio Único,La Plata,Argentina,False,False,10147,Hamburg,Autumn,9.0,3.4,15.3,0.0,0.0,16.0,8.3,24.1,1017.9,486.0
2013-09-28,Argentina,New Zealand,15,33,2013 Rugby Championship,Estadio Único,La Plata,Argentina,False,False,10338,Hanover,Autumn,9.3,2.7,16.4,0.0,0.0,71.0,9.4,28.8,1016.7,612.0
2013-09-28,Argentina,New Zealand,15,33,2013 Rugby Championship,Estadio Único,La Plata,Argentina,False,False,10046,Kiel,Autumn,9.3,4.0,14.2,0.0,0.0,346.0,9.4,24.5,1018.5,594.0
2013-09-28,Argentina,New Zealand,15,33,2013 Rugby Championship,Estadio Único,La Plata,Argentina,False,False,10361,Magdeburg,Autumn,9.7,3.1,17.2,0.0,0.0,34.0,4.7,18.4,1016.6,492.0
2013-09-28,Argentina,New Zealand,15,33,2013 Rugby Championship,Estadio Único,La Plata,Argentina,False,False,10865,Munich,Autumn,12.9,9.6,16.4,0.0,0.0,84.0,9.0,22.7,1012.5,12.0
2013-09-28,Argentina,New Zealand,15,33,2013 Rugby Championship,Estadio Único,La Plata,Argentina,False,False,10379,Potsdam,Autumn,9.5,5.5,15.7,0.0,0.0,312.0,9.7,23.8,1015.3,576.0
2013-09-28,Argentina,New Zealand,15,33,2013 Rugby Championship,Estadio Único,La Plata,Argentina,False,False,10739,Stuttgart,Autumn,14.5,10.5,20.2,0.0,0.0,91.0,9.7,27.4,1011.4,204.0
2013-09-28,Argentina,New Zealand,15,33,2013 Rugby Championship,Estadio Único,La Plata,Argentina,False,False,10091,Malmö,Autumn,11.5,10.1,14.0,0.0,0.0,0.0,15.5,34.2,1017.9,246.0
2013-09-28,Argentina,New Zealand,15,33,2013 Rugby Championship,Estadio Único,La Plata,Argentina,False,False,10929,Frauenfeld,Autumn,15.6,13.5,19.7,0.1,0.0,27.0,5.0,19.4,1010.9,126.0
2013-09-28,South Africa,Australia,28,8,2013 Rugby Championship,Newlands Stadium,Cape Town,South Africa,False,False,10055,Sorø,Autumn,11.3,7.0,13.8,0.0,0.0,35.0,9.7,31.0,1017.3,528.0
2013-09-28,South Africa,Australia,28,8,2013 Rugby Championship,Newlands Stadium,Cape Town,South Africa,False,False,10224,Bremen,Autumn,9.2,1.1,16.1,0.0,0.0,83.0,10.1,28.4,1016.6,612.0
2013-09-28,South Africa,Australia,28,8,2013 Rugby Championship,Newlands Stadium,Cape Town,South Africa,False,False,10400,Düsseldorf,Autumn,11.0,3.4,18.5,0.0,0.0,51.0,10.8,33.8,1014.1,582.0
2013-09-28,South Africa,Australia,28,8,2013 Rugby Championship,Newlands Stadium,Cape Town,South Africa,False,False,10554,Erfurt,Autumn,8.4,2.1,14.8,0.0,0.0,121.0,8.6,25.6,1015.9,648.0
2013-09-28,South Africa,Australia,28,8,2013 Rugby Championship,Newlands Stadium,Cape Town,South Africa,False,False,10147,Hamburg,Autumn,9.0,3.4,15.3,0.0,0.0,16.0,8.3,24.1,1017.9,486.0
2013-09-28,South Africa,Australia,28,8,2013 Rugby Championship,Newlands Stadium,Cape Town,South Africa,False,False,10338,Hanover,Autumn,9.3,2.7,16.4,0.0,0.0,71.0,9.4,28.8,1016.7,612.0
2013-09-28,South Africa,Australia,28,8,2013 Rugby Championship,Newlands Stadium,Cape Town,South Africa,False,False,10046,Kiel,Autumn,9.3,4.0,14.2,0.0,0.0,346.0,9.4,24.5,1018.5,594.0
2013-09-28,South Africa,Australia,28,8,2013 Rugby Championship,Newlands Stadium,Cape Town,South Africa,False,False,10361,Magdeburg,Autumn,9.7,3.1,17.2,0.0,0.0,34.0,4.7,18.4,1016.6,492.0
2013-09-28,South Africa,Australia,28,8,2013 Rugby Championship,Newlands Stadium,Cape Town,South Africa,False,False,10865,Munich,Autumn,12.9,9.6,16.4,0.0,0.0,84.0,9.0,22.7,1012.5,12.0
2013-09-28,South Africa,Australia,28,8,2013 Rugby Championship,Newlands Stadium,Cape Town,South Africa,False,False,10379,Potsdam,Autumn,9.5,5.5,15.7,0.0,0.0,312.0,9.7,23.8,1015.3,576.0
2013-09-28,South Africa,Australia,28,8,2013 Rugby Championship,Newlands Stadium,Cape Town,South Africa,False,False,10739,Stuttgart,Autumn,14.5,10.5,20.2,0.0,0.0,91.0,9.7,27.4,1011.4,204.0
2013-09-28,South Africa,Australia,28,8,2013 Rugby Championship,Newlands Stadium,Cape Town,South Africa,False,False,10091,Malmö,Autumn,11.5,10.1,14.0,0.0,0.0,0.0,15.5,34.2,1017.9,246.0
2013-09-28,South Africa,Australia,28,8,2013 Rugby Championship,Newlands Stadium,Cape Town,South Africa,False,False,10929,Frauenfeld,Autumn,15.6,13.5,19.7,0.1,0.0,27.0,5.0,19.4,1010.9,126.0
2013-10-05,South Africa,New Zealand,27,38,2013 Rugby Championship,Ellis Park,Johannesburg,South Africa,False,False,10055,Sorø,Autumn,12.8,10.4,15.0,0.0,0.0,211.0,15.1,31.7,1016.1,54.0
2013-10-05,South Africa,New Zealand,27,38,2013 Rugby Championship,Ellis Park,Johannesburg,South Africa,False,False,10224,Bremen,Autumn,13.1,8.8,18.3,0.0,0.0,125.0,6.8,22.3,1017.2,6.0
2013-10-05,South Africa,New Zealand,27,38,2013 Rugby Championship,Ellis Park,Johannesburg,South Africa,False,False,10400,Düsseldorf,Autumn,15.4,11.0,18.4,0.0,0.0,259.0,9.4,25.6,1018.8,18.0
2013-10-05,South Africa,New Zealand,27,38,2013 Rugby Championship,Ellis Park,Johannesburg,South Africa,False,False,10554,Erfurt,Autumn,10.0,8.1,11.5,7.9,0.0,247.0,7.6,19.8,1017.5,6.0
2013-10-05,South Africa,New Zealand,27,38,2013 Rugby Championship,Ellis Park,Johannesburg,South Africa,False,False,10147,Hamburg,Autumn,12.4,9.0,16.4,0.0,0.0,204.0,7.9,22.3,1017.6,0.0
2013-10-05,South Africa,New Zealand,27,38,2013 Rugby Championship,Ellis Park,Johannesburg,South Africa,False,False,10338,Hanover,Autumn,13.7,11.7,16.5,0.2,0.0,223.0,6.1,20.9,1017.4,0.0
2013-10-05,South Africa,New Zealand,27,38,2013 Rugby Championship,Ellis Park,Johannesburg,South Africa,False,False,10046,Kiel,Autumn,13.5,10.7,16.4,0.0,0.0,213.0,8.6,24.1,1017.3,12.0
2013-10-05,South Africa,New Zealand,27,38,2013 Rugby Championship,Ellis Park,Johannesburg,South Africa,False,False,10361,Magdeburg,Autumn,10.1,8.4,11.9,22.5,0.0,108.0,3.6,11.5,1017.4,6.0
2013-10-05,South Africa,New Zealand,27,38,2013 Rugby Championship,Ellis Park,Johannesburg,South Africa,False,False,10865,Munich,Autumn,10.3,6.4,14.8,11.3,0.0,43.0,5.4,25.9,1017.6,0.0
2013-10-05,South Africa,New Zealand,27,38,2013 Rugby Championship,Ellis Park,Johannesburg,South Africa,False,False,10379,Potsdam,Autumn,10.0,7.5,12.8,0.9,0.0,111.0,9.4,25.9,1016.3,0.0
2013-10-05,South Africa,New Zealand,27,38,2013 Rugby Championship,Ellis Park,Johannesburg,South Africa,False,False,10162,Schwerin,Autumn,11.8,9.1,14.6,0.0,0.0,201.0,6.8,17.6,1017.1,0.0
2013-10-05,South Africa,New Zealand,27,38,2013 Rugby Championship,Ellis Park,Johannesburg,South Africa,False,False,10739,Stuttgart,Autumn,12.7,10.6,15.8,18.3,0.0,44.0,7.9,29.2,1016.8,0.0
2013-10-05,South Africa,New Zealand,27,38,2013 Rugby Championship,Ellis Park,Johannesburg,South Africa,False,False,10091,Malmö,Autumn,10.3,7.6,12.8,0.0,0.0,212.0,23.4,45.0,1017.5,0.0
2013-10-05,South Africa,New Zealand,27,38,2013 Rugby Championship,Ellis Park,Johannesburg,South Africa,False,False,10929,Frauenfeld,Autumn,14.9,12.7,19.5,4.9,0.0,252.0,10.1,43.6,1017.6,36.0
2013-10-05,Argentina,Australia,17,54,2013 Rugby Championship,Gigante de Arroyito,Rosario,Argentina,False,False,10055,Sorø,Autumn,12.8,10.4,15.0,0.0,0.0,211.0,15.1,31.7,1016.1,54.0
2013-10-05,Argentina,Australia,17,54,2013 Rugby Championship,Gigante de Arroyito,Rosario,Argentina,False,False,10224,Bremen,Autumn,13.1,8.8,18.3,0.0,0.0,125.0,6.8,22.3,1017.2,6.0
2013-10-05,Argentina,Australia,17,54,2013 Rugby Championship,Gigante de Arroyito,Rosario,Argentina,False,False,10400,Düsseldorf,Autumn,15.4,11.0,18.4,0.0,0.0,259.0,9.4,25.6,1018.8,18.0
2013-10-05,Argentina,Australia,17,54,2013 Rugby Championship,Gigante de Arroyito,Rosario,Argentina,False,False,10554,Erfurt,Autumn,10.0,8.1,11.5,7.9,0.0,247.0,7.6,19.8,1017.5,6.0
2013-10-05,Argentina,Australia,17,54,2013 Rugby Championship,Gigante de Arroyito,Rosario,Argentina,False,False,10147,Hamburg,Autumn,12.4,9.0,16.4,0.0,0.0,204.0,7.9,22.3,1017.6,0.0
2013-10-05,Argentina,Australia,17,54,2013 Rugby Championship,Gigante de Arroyito,Rosario,Argentina,False,False,10338,Hanover,Autumn,13.7,11.7,16.5,0.2,0.0,223.0,6.1,20.9,1017.4,0.0
2013-10-05,Argentina,Australia,17,54,2013 Rugby Championship,Gigante de Arroyito,Rosario,Argentina,False,False,10046,Kiel,Autumn,13.5,10.7,16.4,0.0,0.0,213.0,8.6,24.1,1017.3,12.0
2013-10-05,Argentina,Australia,17,54,2013 Rugby Championship,Gigante de Arroyito,Rosario,Argentina,False,False,10361,Magdeburg,Autumn,10.1,8.4,11.9,22.5,0.0,108.0,3.6,11.5,1017.4,6.0
2013-10-05,Argentina,Australia,17,54,2013 Rugby Championship,Gigante de Arroyito,Rosario,Argentina,False,False,10865,Munich,Autumn,10.3,6.4,14.8,11.3,0.0,43.0,5.4,25.9,1017.6,0.0
2013-10-05,Argentina,Australia,17,54,2013 Rugby Championship,Gigante de Arroyito,Rosario,Argentina,False,False,10379,Potsdam,Autumn,10.0,7.5,12.8,0.9,0.0,111.0,9.4,25.9,1016.3,0.0
2013-10-05,Argentina,Australia,17,54,2013 Rugby Championship,Gigante de Arroyito,Rosario,Argentina,False,False,10162,Schwerin,Autumn,11.8,9.1,14.6,0.0,0.0,201.0,6.8,17.6,1017.1,0.0
2013-10-05,Argentina,Australia,17,54,2013 Rugby Championship,Gigante de Arroyito,Rosario,Argentina,False,False,10739,Stuttgart,Autumn,12.7,10.6,15.8,18.3,0.0,44.0,7.9,29.2,1016.8,0.0
2013-10-05,Argentina,Australia,17,54,2013 Rugby Championship,Gigante de Arroyito,Rosario,Argentina,False,False,10091,Malmö,Autumn,10.3,7.6,12.8,0.0,0.0,212.0,23.4,45.0,1017.5,0.0
2013-10-05,Argentina,Australia,17,54,2013 Rugby Championship,Gigante de Arroyito,Rosario,Argentina,False,False,10929,Frauenfeld,Autumn,14.9,12.7,19.5,4.9,0.0,252.0,10.1,43.6,1017.6,36.0
2013-10-19,New Zealand,Australia,41,33,2013 Autumn International,Forsyth Barr Stadium,Dunedin,New Zealand,False,False,10224,Bremen,Autumn,10.4,5.8,15.4,0.1,0.0,124.0,14.8,37.1,1011.7,96.0
2013-10-19,New Zealand,Australia,41,33,2013 Autumn International,Forsyth Barr Stadium,Dunedin,New Zealand,False,False,10400,Düsseldorf,Autumn,14.8,10.6,19.2,0.0,0.0,150.0,18.7,48.2,1011.6,366.0
2013-10-19,New Zealand,Australia,41,33,2013 Autumn International,Forsyth Barr Stadium,Dunedin,New Zealand,False,False,10554,Erfurt,Autumn,11.1,3.9,17.1,0.1,0.0,190.0,15.1,40.3,1014.8,474.0
2013-10-19,New Zealand,Australia,41,33,2013 Autumn International,Forsyth Barr Stadium,Dunedin,New Zealand,False,False,10147,Hamburg,Autumn,8.4,3.4,14.6,0.2,0.0,125.0,14.8,46.8,1013.8,18.0
2013-10-19,New Zealand,Australia,41,33,2013 Autumn International,Forsyth Barr Stadium,Dunedin,New Zealand,False,False,10338,Hanover,Autumn,11.3,5.1,17.5,0.0,0.0,126.0,13.7,36.7,1013.0,252.0
2013-10-19,New Zealand,Australia,41,33,2013 Autumn International,Forsyth Barr Stadium,Dunedin,New Zealand,False,False,10046,Kiel,Autumn,8.2,4.4,10.6,4.7,0.0,125.0,9.7,30.2,1014.4,0.0
2013-10-19,New Zealand,Australia,41,33,2013 Autumn International,Forsyth Barr Stadium,Dunedin,New Zealand,False,False,10361,Magdeburg,Autumn,9.8,3.5,16.1,0.0,0.0,147.0,9.4,33.8,1014.8,390.0
2013-10-19,New Zealand,Australia,41,33,2013 Autumn International,Forsyth Barr Stadium,Dunedin,New Zealand,False,False,10865,Munich,Autumn,11.6,5.9,19.6,0.0,0.0,121.0,7.6,22.3,1017.2,522.0
2013-10-19,New Zealand,Australia,41,33,2013 Autumn International,Forsyth Barr Stadium,Dunedin,New Zealand,False,False,10379,Potsdam,Autumn,7.5,1.7,12.6,0.2,0.0,128.0,16.6,38.9,1014.7,372.0
2013-10-19,New Zealand,Australia,41,33,2013 Autumn International,Forsyth Barr Stadium,Dunedin,New Zealand,False,False,10162,Schwerin,Autumn,8.0,4.2,11.2,2.1,0.0,139.0,10.1,30.6,1014.5,48.0
2013-10-19,New Zealand,Australia,41,33,2013 Autumn International,Forsyth Barr Stadium,Dunedin,New Zealand,False,False,10739,Stuttgart,Autumn,14.0,6.9,21.8,0.1,0.0,147.0,11.2,22.0,1015.2,528.0
2013-10-19,New Zealand,Australia,41,33,2013 Autumn International,Forsyth Barr Stadium,Dunedin,New Zealand,False,False,10091,Malmö,Autumn,7.1,2.9,9.9,3.1,0.0,185.0,23.0,43.6,1017.6,24.0
2013-10-19,New Zealand,Australia,41,33,2013 Autumn International,Forsyth Barr Stadium,Dunedin,New Zealand,False,False,10929,Frauenfeld,Autumn,11.1,6.2,18.5,0.0,0.0,15.0,4.7,11.5,1017.8,288.0
